@relation star_classification-weka.filters.unsupervised.attribute.NominalToBinary-R18-weka.filters.unsupervised.attribute.NominalToBinary-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.NominalToBinary-N-R18-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily

@attribute obj_ID numeric
@attribute alpha numeric
@attribute delta numeric
@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute run_ID numeric
@attribute rerun_ID numeric
@attribute cam_col numeric
@attribute field_ID numeric
@attribute spec_obj_ID numeric
@attribute redshift numeric
@attribute plate numeric
@attribute MJD numeric
@attribute fiber_ID numeric
@attribute class {GALAXY,QSO,STAR}

@data
0.149622,0.619177,0.152562,0.41561,0.392658,0.35759,0.392229,0.365012,0.149637,0,0.2,0.324257,0.021438,0.031595,0.021439,0.048757,0.227683,GALAXY
0.108899,0.017414,0.308711,0.742951,0.74202,0.642936,0.677333,0.600125,0.108878,0,0.6,0.222772,0.479349,0.085763,0.479339,0.631906,0.942828,GALAXY
0.596722,0.730814,0.555284,0.184117,0.195347,0.219681,0.261455,0.271579,0.596694,0,0.6,0.080446,0.157682,0.000587,0.157679,0.39489,0.44333,STAR
0.397203,0.68037,0.435164,0.744345,0.610942,0.531934,0.566994,0.519316,0.397178,0,0.6,0.134901,0.36011,0.064415,0.360118,0.552624,0.001003,GALAXY
0.99218,0.941227,0.374678,0.859052,0.767602,0.66835,0.659532,0.561825,0.992162,0,0.4,0.105198,0.384507,0.111888,0.384502,0.572376,0.643932,GALAXY
0.239548,0.503952,0.821344,0.423054,0.537125,0.60468,0.687136,0.640303,0.239561,0,0.2,0.220297,0.646667,0.28673,0.646674,0.792541,0.16349,QSO
0.239547,0.402274,0.722576,0.750031,0.634155,0.61736,0.67979,0.614268,0.239561,0,0.2,0.02104,0.571972,0.000617,0.571966,0.693094,0.754263,STAR
0.991342,0.956176,0.358962,0.654694,0.675328,0.617437,0.633695,0.564658,0.991307,0,0.6,0.144802,0.384676,0.106996,0.384666,0.625138,0.930792,GALAXY
0.991342,0.957741,0.360006,0.81884,0.743065,0.687379,0.688567,0.615672,0.991307,0,0.6,0.149752,0.474759,0.091245,0.474757,0.627624,0.555667,GALAXY
0.991342,0.959634,0.361327,0.982078,0.738015,0.665079,0.674683,0.610055,0.991307,0,0.6,0.154703,0.474761,0.091862,0.474757,0.627624,0.678034,GALAXY
0.08542,0.005968,0.320543,0.503985,0.550966,0.611086,0.706394,0.686147,0.085364,0,1,0.377475,0.478851,0.489587,0.478848,0.624448,0.57673,QSO
0,0.465859,0.076567,0.578932,0.643938,0.703937,0.819806,0.728109,0,0,0.4,0.108911,0.28205,0.000726,0.282055,0.490055,0.067202,STAR
0.992179,0.941156,0.373254,0.587746,0.77547,0.742036,0.753012,0.640988,0.992162,0,0.4,0.10396,0.593974,0.118004,0.593978,0.759392,0.326981,GALAXY
0.945276,0.08324,0.250499,0.296269,0.3086,0.294387,0.319326,0.30094,0.945276,0,0.2,0.612624,0.354303,0.024327,0.354308,0.571271,0.120361,QSO
0.233295,0.381396,0.679987,0.607975,0.717919,0.689555,0.700258,0.596902,0.233291,0,0.4,0.241337,0.651001,0.115559,0.651011,0.738812,0.034102,GALAXY
0.233295,0.323788,0.468728,0.347732,0.367747,0.354263,0.386521,0.364085,0.233291,0,0.4,0.049505,0.059977,0.025338,0.059979,0.127901,0.190572,GALAXY
0.233295,0.379801,0.677682,0.31684,0.261357,0.239488,0.258165,0.24178,0.233291,0,0.4,0.237624,0.041327,0.020849,0.041322,0.083149,0.529589,GALAXY
0.233295,0.330909,0.504356,0.850488,0.73799,0.675708,0.680571,0.591122,0.233291,0,0.4,0.07797,0.280333,0.106808,0.280337,0.489503,0.156469,GALAXY
0.38338,0.386187,0.250538,0.619577,0.729919,0.661281,0.642708,0.536837,0.383355,0,0.6,0.168317,0.40716,0.000626,0.407168,0.580663,0.036108,STAR
0.987209,0.019169,0.014764,1,0.714327,0.650036,0.650389,0.557609,0.987174,0,0.6,0.00495,0.558473,0.111247,0.558465,0.677624,0.854564,GALAXY
0.987209,0.020555,0.015797,0.521055,0.557405,0.486644,0.52502,0.479256,0.987174,0,0.6,0.008663,0.558549,0.053536,0.558547,0.686188,0.60682,GALAXY
0.937312,0.980838,0.13554,0.590795,0.678531,0.741048,0.876521,0.876573,0.937295,0,0.4,0.336634,0.323706,0.091334,0.323705,0.526934,0.438315,QSO
0.384965,0.577768,0.206953,0.281852,0.318382,0.361788,0.431377,0.432692,0.384922,0,0.8,0.340347,0.121024,0.000645,0.121021,0.301519,0.456369,STAR
0.569645,0.455909,0.416962,0.426414,0.489148,0.556995,0.661223,0.606706,0.569617,0,0.6,0.40099,0.498485,0.390269,0.498486,0.643923,0.38014,QSO
0.240171,0.322491,0.50714,0.382881,0.507826,0.589382,0.672679,0.626961,0.240131,0,0.8,0.056931,0.815308,0.346685,0.815318,0.884945,0.066199,QSO
0.991342,0.935969,0.345899,0.5262,0.6568,0.630174,0.667443,0.617503,0.991307,0,0.6,0.087871,0.384417,0.093305,0.38442,0.574862,0.240722,GALAXY
0.08542,0.003963,0.320454,0.416606,0.369877,0.35181,0.390181,0.363814,0.085364,0,1,0.372525,0.03478,0.019781,0.034776,0.07721,0.44333,GALAXY
0.991877,0.002427,0.003235,0.758789,0.643341,0.628595,0.665332,0.646891,0.991877,0,0.2,0.389851,0.558217,0.104692,0.558219,0.676657,0.371113,GALAXY
0.983094,0.962748,0.084637,0.58646,0.666076,0.623462,0.660095,0.593407,0.983041,0,0.8,0.14604,0.330175,0.083466,0.330169,0.571685,0.644935,GALAXY
0.983094,0.964946,0.085663,0.58919,0.701179,0.602166,0.624449,0.553163,0.983041,0,0.8,0.153465,0.330179,0.081918,0.330169,0.571685,0.848546,GALAXY
0.384947,0.513742,0.208894,0.384182,0.355922,0.336327,0.374219,0.351552,0.384922,0,0.6,0.152228,0.106375,0.023819,0.106374,0.245856,0.316951,GALAXY
0.384947,0.551895,0.204347,0.824782,0.703031,0.620261,0.642069,0.551226,0.384922,0,0.6,0.264851,0.369368,0.085671,0.369364,0.55221,0.589769,GALAXY
0.992179,0.935818,0.370157,0.561144,0.439878,0.393767,0.429709,0.403901,0.992162,0,0.4,0.089109,0.473937,0.036569,0.473938,0.621133,0.364092,GALAXY
0.992179,0.915498,0.350725,0.642914,0.646297,0.610994,0.636159,0.563296,0.992162,0,0.4,0.030941,0.384103,0.00062,0.384093,0.574586,0.894684,STAR
0.992179,0.919383,0.354201,0.818824,0.73002,0.671793,0.681786,0.616783,0.992162,0,0.4,0.042079,0.384173,0.101747,0.384175,0.576105,0.330993,GALAXY
0.992179,0.919803,0.354917,0.594996,0.572014,0.488729,0.529179,0.479287,0.992162,0,0.4,0.043317,0.384755,0.058419,0.384748,0.572376,0.781344,GALAXY
0.99218,0.958552,0.384493,0.507494,0.618707,0.59086,0.55399,0.454506,0.992162,0,0.4,0.153465,0.51264,0.000635,0.512642,0.668923,0.361083,STAR
0.945276,0.063358,0.258818,0.454767,0.413676,0.353215,0.371228,0.34118,0.945276,0,0.2,0.554455,0.355125,0.036948,0.355126,0.571823,0.314945,GALAXY
0.945275,0.880195,0.211521,0.671766,0.797503,0.678312,0.66974,0.608078,0.945276,0,0.2,0.017327,0.307099,0.106354,0.307094,0.507044,0.615848,GALAXY
0.937437,0.112451,0.15519,0.642985,0.899158,0.914212,0.89334,0.893229,0.937438,0,0.2,0.306931,0.743797,0.09011,0.743802,0.884807,0.311936,GALAXY
0.50318,0.674273,0.342008,0.388486,0.434758,0.492357,0.58269,0.562483,0.503206,0,0,0.108911,0.242456,0.000602,0.242452,0.444475,0.597793,STAR
0.50318,0.66968,0.350451,0.396718,0.450139,0.494328,0.57596,0.558463,0.503206,0,0,0.095297,0.242452,0.000677,0.242452,0.444475,0.362086,STAR
0.566064,0.446486,0.438409,0.60484,0.745998,0.777707,0.847791,0.81425,0.566054,0,0.4,0.40099,0.829318,0.14821,0.82931,0.890884,0.961886,GALAXY
0.445034,0.016951,0.093302,0.728722,0.655251,0.591539,0.60439,0.534271,0.445062,0,0,0.179455,0.318632,0.085383,0.318632,0.518646,0.39318,GALAXY
0.397061,0.705372,0.391853,0.560317,0.722604,0.6368,0.633514,0.55501,0.397036,0,0.6,0.236386,0.315194,0.112004,0.315195,0.547099,0.300903,GALAXY
0.351421,0.378151,0.537404,0.619953,0.551213,0.47556,0.510468,0.466766,0.351432,0,0.2,0.087871,0.448656,0.05573,0.448654,0.643785,0.542628,GALAXY
0.99218,0.949572,0.380216,0.575559,0.693136,0.626888,0.65456,0.592592,0.992162,0,0.4,0.128713,0.4741,0.082214,0.474102,0.623481,0.345035,GALAXY
0.397203,0.674787,0.453458,0.2359,0.196298,0.189367,0.210929,0.211144,0.397178,0,0.6,0.115099,0.087306,0.013338,0.087309,0.156354,0.149448,GALAXY
0.397203,0.706523,0.350064,0.283792,0.318395,0.335398,0.382871,0.366671,0.397178,0,0.6,0.22401,0.101544,0.006188,0.101547,0.20442,0.16349,GALAXY
0.397203,0.661715,0.490399,0.403419,0.344364,0.32389,0.359997,0.340369,0.397178,0,0.6,0.074257,0.087146,0.024558,0.087145,0.155387,0.331996,GALAXY
0,0.499347,0.073622,0.442209,0.48481,0.55226,0.657011,0.624862,0,0,0.4,0.207921,0.282297,0.000776,0.282301,0.485773,0.167503,STAR
0,0.527419,0.074103,0.076306,0.072689,0.097607,0.133297,0.165826,0,0,0.4,0.292079,0.210375,0.000666,0.210376,0.399586,0.316951,STAR
0.397203,0.670797,0.465119,0.218932,0.200456,0.214599,0.245091,0.250427,0.397178,0,0.6,0.102723,0.087233,0.008312,0.087227,0.156077,0.591775,GALAXY
0.397203,0.680005,0.438423,0.509507,0.401598,0.384328,0.425145,0.396381,0.397178,0,0.6,0.132426,0.10228,0.019375,0.102283,0.249171,0.136409,GALAXY
0.991165,0.03403,0.000512,0.315202,0.274673,0.260824,0.292507,0.281605,0.991164,0,0.2,0.457921,0.558791,0.019849,0.558792,0.681906,0.416249,GALAXY
0.239548,0.503018,0.819657,0.412777,0.521899,0.594796,0.677255,0.638801,0.239561,0,0.2,0.217822,0.520578,0.274287,0.520579,0.651934,0.400201,QSO
0.239548,0.507746,0.820728,0.499611,0.646927,0.728499,0.861851,0.753656,0.239561,0,0.2,0.226485,0.645446,0.351913,0.645446,0.852901,0.480441,QSO
0.992179,0.940637,0.373146,0.550535,0.637571,0.628268,0.672019,0.604717,0.992162,0,0.4,0.102723,0.47402,0.110151,0.47402,0.620028,0.431294,GALAXY
0.945328,0.962646,0.274306,0.564719,0.641724,0.697807,0.82408,0.731134,0.945276,0,0.8,0.261139,0.476892,0.456456,0.476884,0.627762,0.831494,QSO
0.945275,0.910641,0.232373,0.628585,0.655525,0.581681,0.57775,0.522695,0.945276,0,0.2,0.107673,0.308406,0.097461,0.308404,0.525552,0.485456,GALAXY
0.945275,0.014506,0.26628,0.899354,0.848898,0.687369,0.675203,0.588236,0.945276,0,0.2,0.412129,0.479831,0.114422,0.47983,0.624033,0.479438,GALAXY
0.434952,0.939435,0.105417,0.381314,0.434431,0.462067,0.531204,0.510772,0.434944,0,0.4,0.246287,0.004174,0.03586,0.004173,0.062569,0.317954,GALAXY
0.397203,0.653452,0.511356,0.735716,0.675036,0.638713,0.665325,0.603552,0.397178,0,0.6,0.048267,0.359718,0.082679,0.359709,0.558425,0.838516,GALAXY
0.397203,0.697486,0.380728,0.220846,0.243826,0.277084,0.325541,0.325067,0.397178,0,0.6,0.191832,0.101713,0.006115,0.10171,0.203867,0.422267,GALAXY
0.397203,0.646147,0.529602,0.286042,0.250238,0.241645,0.267539,0.260676,0.397178,0,0.6,0.027228,0.086813,0.016069,0.086818,0.196961,0.037111,GALAXY
0.397203,0.636968,0.547235,0.404553,0.377636,0.370712,0.416233,0.389023,0.397178,0,0.6,0.001238,0.08674,0.019472,0.086736,0.196685,0.482447,GALAXY
0.99348,0.984697,0.529896,0.305595,0.344305,0.385082,0.454069,0.447718,0.993444,0,0.6,0.04703,0.608297,0.000577,0.608297,0.88232,0.470411,STAR
0.233295,0.3677,0.643025,0.619428,0.865099,0.728123,0.748487,0.652636,0.233291,0,0.4,0.20297,0.652066,0.110007,0.652074,0.788536,0.092277,GALAXY
0.533019,0.954691,0.419665,0.691252,0.721547,0.630627,0.659019,0.580514,0.532991,0,0.6,0.117574,0.512396,0.098067,0.512397,0.669061,0.395186,GALAXY
0.233295,0.387297,0.696868,0.833477,0.702629,0.623336,0.640739,0.573226,0.233291,0,0.4,0.257426,0.356854,0.089227,0.356845,0.645994,0.83651,GALAXY
0.233295,0.354429,0.598972,0.591337,0.590674,0.53496,0.553805,0.499561,0.233291,0,0.4,0.162129,0.281165,0.070838,0.281155,0.526934,0.825476,GALAXY
0.944152,0.916797,0.157368,0.625501,0.690066,0.760324,0.885842,0.839145,0.944136,0,0.4,0.137376,0.900344,0.315394,0.900335,0.93011,1,QSO
0.384502,0.588775,0.74775,0.751583,0.815015,0.731931,0.734389,0.641393,0.384495,0,0.4,0.097772,0.668773,0.118579,0.668767,0.79268,0.820461,GALAXY
0.937312,0.968762,0.135179,0.787024,0.63117,0.541393,0.641152,0.628987,0.937295,0,0.4,0.300743,0.724005,0.694893,0.724,0.880939,0.802407,QSO
0.945988,0.015375,0.068007,0.493133,0.56819,0.649297,0.771146,0.68742,0.945988,0,0.2,0.424505,0.330572,0.430822,0.330579,0.530939,0.043129,QSO
0.489642,0.460934,0.531782,0.624273,0.672709,0.628472,0.671633,0.617117,0.489668,0,0,0.408416,0.500442,0.057948,0.50045,0.645994,0.066199,GALAXY
0.240171,0.377079,0.7159,0.435064,0.422416,0.472804,0.556348,0.545506,0.240131,0,0.8,0.238861,0.395724,0.000594,0.395712,0.580249,0.995988,STAR
0.044607,0.69344,0.707611,0.371526,0.496142,0.557182,0.659781,0.633761,0.044606,0,0.4,0.061881,0.672198,0.196132,0.672204,0.906768,0.211635,QSO
0.569645,0.34969,0.28518,0.430116,0.328024,0.303954,0.348221,0.341741,0.569617,0,0.6,0.090347,0.34179,0.000654,0.341789,0.534669,0.460381,STAR
0.569645,0.369764,0.319585,0.774843,0.660523,0.698659,0.828293,0.772448,0.569617,0,0.6,0.152228,0.880528,0.03751,0.880534,0.938674,0.321966,GALAXY
0.937437,0.111877,0.155534,0.776628,0.808733,0.77533,0.881834,0.787685,0.937438,0,0.2,0.304455,0.743885,0.129776,0.743883,0.878867,0.622869,GALAXY
0.93733,0.06926,0.139733,0.681574,0.831669,0.833114,0.886051,0.772912,0.937295,0,0.6,0.600248,0.742333,0.122898,0.742329,0.888398,0.76329,GALAXY
0.683228,0.102497,0.423783,0.264648,0.248353,0.259525,0.303701,0.308529,0.683198,0,0.6,0.100248,0.238525,0.000646,0.238524,0.440884,0.425276,STAR
0.149622,0.604974,0.156281,0.79898,0.685867,0.608796,0.640961,0.5772,0.149637,0,0.2,0.282178,0.364455,0.084111,0.364455,0.551105,0.415246,GALAXY
0.108898,0.012762,0.309942,0.816471,0.691916,0.618043,0.642893,0.583328,0.108878,0,0.6,0.209158,0.479342,0.080492,0.479339,0.631906,0.61986,GALAXY
0.744794,0.95936,0.450565,0.480735,0.54222,0.611901,0.727835,0.667601,0.744763,0,0.6,0.079208,0.511899,0.117768,0.511906,0.632873,0.132397,QSO
0.744794,0.971663,0.351177,0.302663,0.321658,0.384561,0.468133,0.468048,0.744763,0,0.6,0.15099,0.595774,0.00063,0.595778,0.719613,0.296891,STAR
0.693026,0.184745,0.332634,0.287238,0.192806,0.133097,0.058338,0,0.693031,0,0.2,0.174505,0.107278,0.000663,0.107274,0.179558,0.490471,STAR
0.384965,0.585729,0.204261,0.526922,0.585058,0.652333,0.768943,0.693547,0.384922,0,0.8,0.363861,0.371255,0.000655,0.371246,0.551934,0.837513,STAR
0.96667,0.066634,0.353862,0.568205,0.667171,0.729434,0.787095,0.68274,0.966652,0,0.4,0.398515,0.56623,0.289486,0.566238,0.681354,0.061184,QSO
0.239548,0.494187,0.817522,0.312336,0.331492,0.365119,0.417403,0.404325,0.239561,0,0.2,0.20297,0.056541,0.009404,0.056542,0.140055,0.241725,GALAXY
0.239548,0.45173,0.791965,0.3061,0.335966,0.372061,0.428052,0.41814,0.239561,0,0.2,0.126238,0.055966,0.011706,0.055969,0.132182,0.099298,GALAXY
0.50008,0.607181,0.441305,0.327061,0.331388,0.331214,0.370598,0.349076,0.500071,0,0.4,0.266089,0.148021,0.01647,0.148024,0.29489,0.156469,GALAXY
0.993017,0.922331,0.349235,0.497999,0.590701,0.672455,0.793579,0.803958,0.993017,0,0.2,0.065594,0.592905,0.000607,0.592914,0.725414,0.023069,STAR
0.93138,0.121272,0.149417,0.7131,0.545561,0.467167,0.498632,0.457462,0.93131,0,1,0.184406,0.321666,0.054739,0.321659,0.523204,0.717151,GALAXY
0.351421,0.372947,0.521901,0.770792,0.834751,0.735466,0.751729,0.642534,0.351432,0,0.2,0.071782,0.846089,0.16918,0.846085,0.932044,0.792377,QSO
0.481447,0.402351,0.516819,0.518251,0.696945,0.724872,0.781536,0.66948,0.481402,0,0.8,0.132426,0.827997,0.155206,0.828001,0.893094,0.390171,GALAXY
0.481447,0.403229,0.517712,0.537681,0.611226,0.744026,0.836831,0.923351,0.481402,0,0.8,0.134901,0.827997,0.127681,0.828001,0.893094,0.348044,GALAXY
0.351421,0.362033,0.494487,0.397468,0.346147,0.346703,0.382484,0.362912,0.351432,0,0.2,0.038366,0.077087,0.014795,0.07708,0.171409,0.627884,GALAXY
0.566118,0.470575,0.471679,0.330669,0.454049,0.510004,0.613232,0.602185,0.566054,0,1,0.467822,0.902617,0.223454,0.902627,0.94337,0.096289,QSO
0.566118,0.475627,0.474988,0.817622,0.740157,0.68108,0.609879,0.490564,0.566054,0,1,0.481436,0.154657,0.000674,0.154652,0.29047,0.561685,STAR
0.566118,0.480722,0.476508,0.364793,0.478782,0.58992,0.724565,0.733186,0.566054,0,1,0.49505,0.15482,0.000593,0.154815,0.29337,0.567703,STAR
0.945276,0.073373,0.253042,0.625696,0.554843,0.483589,0.521224,0.470701,0.945276,0,0.2,0.584158,0.354793,0.055758,0.354799,0.538398,0.09328,GALAXY
0.99218,0.94672,0.378246,0.933371,0.597366,0.509647,0.545888,0.497883,0.992162,0,0.4,0.12005,0.474103,0.055793,0.474102,0.623481,0.481444,GALAXY
0.397203,0.67276,0.45967,0.380678,0.353136,0.349034,0.384303,0.363302,0.397178,0,0.6,0.108911,0.087313,0.022238,0.087309,0.156354,0.484453,GALAXY
0.945275,0.949645,0.251188,0.604388,0.650244,0.708213,0.838563,0.748383,0.945276,0,0.2,0.222772,0.386961,0.460297,0.386957,0.579696,0.620863,QSO
0.99218,0.963058,0.388885,0.443849,0.45075,0.396876,0.42373,0.389067,0.992162,0,0.4,0.165842,0.512722,0.035935,0.512724,0.668923,0.375125,GALAXY
0.992179,0.915588,0.350845,0.510313,0.638388,0.638489,0.668159,0.628342,0.992162,0,0.4,0.030941,0.384103,0.820554,0.384093,0.574586,0.88666,QSO
0.525608,0.744185,0.439191,0.201025,0.247254,0.290439,0.352379,0.359331,0.525581,0,0.6,0.143564,0.151946,0.000565,0.151952,0.254696,0.037111,STAR
0.233295,0.328232,0.491774,0.631843,0.631112,0.606799,0.649577,0.577394,0.233291,0,0.4,0.068069,0.280337,0.099319,0.280337,0.489503,0.365095,GALAXY
0.533019,0.923252,0.392628,0.767762,0.91202,0.75363,0.777103,0.65772,0.532991,0,0.6,0.029703,0.593484,0.107811,0.593487,0.726796,0.341023,GALAXY
0.533019,0.959651,0.422192,0.911061,0.643935,0.573703,0.592272,0.526888,0.532991,0,0.6,0.131188,0.512389,0.080646,0.512397,0.669061,0.064193,GALAXY
0.233295,0.376059,0.668243,0.695481,0.762614,0.74903,0.740493,0.646099,0.233291,0,0.4,0.227723,0.651007,0.107412,0.651011,0.738812,0.322969,GALAXY
0.08542,0.001945,0.320282,0.329587,0.410391,0.464081,0.552827,0.54295,0.085364,0,1,0.366337,0.034777,0.000705,0.034776,0.07721,0.323972,STAR
0.176574,0.597545,0.076789,0.333004,0.475354,0.514741,0.606798,0.594427,0.176571,0,0.4,0.034653,0.048357,0.226928,0.048359,0.09779,0.157472,QSO
0.291707,0.641352,0.717556,0.59197,0.744455,0.641702,0.649539,0.57833,0.29172,0,0.2,0.034653,0.082234,0.100882,0.082235,0.148343,0.209629,GALAXY
0.774277,0.335981,0.655834,0.647203,0.718632,0.655341,0.677261,0.601373,0.774263,0,0.4,0.285891,0.459712,0.085424,0.459701,0.625414,0.992979,GALAXY
0.688679,0.426026,0.317947,0.65578,0.769552,0.778328,0.832931,0.733944,0.688613,0,1,0.299505,0.756808,0.134245,0.756812,0.841713,0.348044,GALAXY
0.489642,0.548915,0.54273,0.644104,0.572951,0.498128,0.537491,0.494861,0.489668,0,0,0.627475,0.298995,0.052671,0.298994,0.502624,0.442327,GALAXY
0.240171,0.364122,0.677912,0.727251,0.877577,0.748556,0.754585,0.625768,0.240131,0,0.8,0.20297,0.528347,0.000638,0.528353,0.634254,0.172518,STAR
0.157211,0.435629,0.853747,0.603715,0.604038,0.528885,0.560716,0.518331,0.15719,0,0.6,0.279703,0.55331,0.072651,0.55331,0.685773,0.475426,GALAXY
0.140555,0.44353,0.17861,0.548751,0.650029,0.630538,0.662142,0.60338,0.140516,0,0.8,0.320545,0.363886,0.092312,0.363882,0.546409,0.585757,GALAXY
0.397203,0.679409,0.440064,0.499573,0.435709,0.382105,0.413352,0.38255,0.397178,0,0.6,0.12995,0.102198,0.037624,0.102201,0.248757,0.155466,GALAXY
0.397203,0.642895,0.536819,0.613592,0.502499,0.441242,0.478215,0.435408,0.397178,0,0.6,0.017327,0.359472,0.050049,0.359463,0.558564,0.849549,GALAXY
0.566064,0.430594,0.42485,0.400247,0.379237,0.358802,0.397529,0.372915,0.566054,0,0.4,0.357673,0.165286,0.02498,0.165289,0.282044,0.15346,GALAXY
0.566064,0.431191,0.425829,0.353346,0.32507,0.328589,0.372225,0.359264,0.566054,0,0.4,0.358911,0.165295,0.007516,0.165289,0.282044,0.587763,GALAXY
0.983094,0.965601,0.083905,0.654442,0.678764,0.698779,0.732023,0.64189,0.983041,0,0.8,0.154703,0.727263,0.138273,0.727273,0.827624,0.042126,GALAXY
0.983094,0.969513,0.08413,0.593712,0.706315,0.795109,0.772767,0.767483,0.983041,0,0.8,0.167079,0.727183,0.135607,0.727191,0.831492,0.1334,GALAXY
0.683228,0.104134,0.437002,0.810716,0.685473,0.615961,0.560961,0.467897,0.683198,0,0.6,0.108911,0.169624,0.000635,0.169626,0.286188,0.20662,STAR
0.397061,0.659909,0.54984,0.434585,0.395141,0.365201,0.402494,0.376461,0.397036,0,0.6,0.080446,0.088131,0.033304,0.088127,0.212017,0.47342,GALAXY
0.595992,0.635143,0.274568,0.533015,0.615093,0.701797,0.80028,0.733096,0.595981,0,0.4,0.143564,0.422385,0.389245,0.422388,0.596823,0.273821,QSO
0.936618,0.994274,0.144256,0.461657,0.603364,0.652778,0.755695,0.702211,0.936583,0,0.6,0.376238,0.615584,0.241649,0.61558,0.730387,0.705115,QSO
0.445034,0.016071,0.094828,0.52736,0.653581,0.638834,0.642005,0.561456,0.445062,0,0,0.17698,0.318545,0.115607,0.31855,0.523204,0.128385,GALAXY
0.445035,0.043847,0.094775,0.360063,0.421945,0.476849,0.554738,0.544986,0.445062,0,0,0.259901,0.0959,0.018909,0.0959,0.168785,0.280843,GALAXY
0.945328,0.953106,0.271356,0.892776,0.672194,0.670719,0.786209,0.727811,0.945276,0,0.8,0.233911,0.386633,0.000605,0.38663,0.624586,0.594784,STAR
0.601425,0.461191,0.327994,0.588333,0.724399,0.645808,0.660406,0.605828,0.601397,0,0.6,0.152228,0.411761,0.089964,0.41175,0.597238,0.935807,GALAXY
0.263258,0.441293,0.86874,0.881422,0.860125,0.787125,0.756499,0.644266,0.263218,0,0.8,0.063119,0.643392,0.122479,0.643401,0.795028,0.042126,GALAXY
0.966705,0.978345,0.371645,0.744314,0.593748,0.51587,0.553952,0.498095,0.966652,0,0.8,0.149752,0.474437,0.063251,0.474429,0.624171,0.819458,GALAXY
0.966705,0.982053,0.372452,0.538222,0.612092,0.575623,0.596744,0.605802,0.966652,0,0.8,0.160891,0.474515,0.050978,0.474511,0.632735,0.641926,GALAXY
0.966705,0.005715,0.377438,0.651346,0.636452,0.635742,0.672958,0.603809,0.966652,0,0.8,0.227723,0.478272,0.066005,0.478275,0.637983,0.282849,GALAXY
0.569663,0.423582,0.39674,0.330352,0.342916,0.378876,0.450051,0.447143,0.569617,0,0.8,0.311881,0.233453,0.000621,0.233451,0.433425,0.446339,STAR
0.0388,0.671254,0.817406,0.387335,0.344793,0.335638,0.373159,0.344487,0.038763,0,0.8,0.438119,0.024143,0.018962,0.024139,0.050138,0.500502,GALAXY
0.239548,0.42041,0.755148,0.706447,0.699474,0.617092,0.621704,0.557037,0.239561,0,0.2,0.061881,0.518372,0.096354,0.51837,0.64558,0.571715,GALAXY
0.936636,0.035792,0.150024,0.563033,0.707825,0.746578,0.849642,0.776353,0.936583,0,0.8,0.5,0.689378,0.453765,0.689387,0.827762,0.045135,QSO
0.945275,0.02985,0.264972,0.559704,0.662489,0.666575,0.759888,0.694259,0.945276,0,0.2,0.456683,0.876847,0.191216,0.876851,0.935083,0.362086,QSO
0.945275,0.032075,0.263629,0.642673,0.594646,0.642802,0.760212,0.703735,0.945276,0,0.2,0.464109,0.481063,0.468571,0.481057,0.620856,0.72317,QSO
0.397203,0.649139,0.522049,0.137636,0.097244,0.092992,0.102124,0.119517,0.397178,0,0.6,0.035891,0.086905,0.011718,0.0869,0.197099,0.54664,GALAXY
0.945275,0.962151,0.256949,0.603494,0.526549,0.446016,0.477609,0.449785,0.945276,0,0.2,0.259901,0.476891,0.045396,0.476884,0.627762,0.769308,GALAXY
0.991165,0.028033,0.001602,0.367557,0.311924,0.293633,0.327246,0.306767,0.991164,0,0.2,0.440594,0.558623,0.02273,0.558629,0.71989,0.173521,GALAXY
0.239548,0.505134,0.821758,0.502935,0.634443,0.676728,0.802587,0.713569,0.239561,0,0.2,0.221535,0.646666,0.238097,0.646674,0.792541,0.127382,QSO
0.774241,0.349809,0.651241,0.873665,0.779526,0.70503,0.720763,0.700619,0.774263,0,0,0.315594,0.284923,0.091447,0.284919,0.527762,0.562688,GALAXY
0.267213,0.412467,0.185394,0.668883,0.682779,0.615822,0.649025,0.580782,0.267208,0,0.4,0.269802,0.372148,0.076764,0.372146,0.549862,0.48345,GALAXY
0.267213,0.357689,0.161528,0.539078,0.578207,0.512158,0.543739,0.5039,0.267208,0,0.4,0.107673,0.365607,0.069181,0.3656,0.546271,0.745236,GALAXY
0.267213,0.353334,0.159006,0.764611,0.62842,0.546759,0.573465,0.495043,0.267208,0,0.4,0.094059,0.365195,0.074124,0.365191,0.584392,0.601805,GALAXY
0.267213,0.359432,0.163529,0.806407,0.600743,0.561565,0.594708,0.540936,0.267208,0,0.4,0.112624,0.285006,0.045625,0.285001,0.530525,0.613842,GALAXY
0.267213,0.379635,0.173026,0.860237,0.618298,0.525761,0.537278,0.482997,0.267208,0,0.4,0.173267,0.070858,0.082094,0.070862,0.132182,0.117352,GALAXY
0.434952,0.944771,0.104206,0.108463,0.156272,0.184703,0.20945,0.215324,0.434944,0,0.4,0.262376,0.00417,0.010221,0.004173,0.062569,0.111334,GALAXY
